ProductCode,ProductDescription
440910,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed : Coniferous"
440921,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed : Non-coniferous : Of bamboo"
440922,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed : Non-coniferous : Of tropical wood"
440929,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed : Non-coniferous : Other"
441011,"Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances : Of wood : Particle board"
441012,"Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances : Of wood : Oriented strand board (OSB)"
441019,"Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances : Of wood : Other"
441090,"Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances : Other"
441112,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances : Medium density fibreboard (MDF) : Of a thickness not exceeding 5 mm"
441113,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances : Medium density fibreboard (MDF) : Of a thickness exceeding 5 mm but not exceeding 9 mm"
441114,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances : Medium density fibreboard (MDF) : Of a thickness exceeding 9 mm"
441192,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances : Other : Of a density exceeding 0,8 g/cm_"
441193,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances : Other : Of a density exceeding 0,5 g/cm_ but not exceeding 0,8 g/cm_"
441194,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances : Other : Of a density not exceeding 0,5 g/cm_"
441210,"Plywood, veneered panels and similar laminated wood : Of bamboo"
441231,"Plywood, veneered panels and similar laminated wood : Other plywood consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : With at least one outer ply of tropical wood"
441233,"Plywood, veneered panels and similar laminated wood : Other plywood consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : Other, with at least one outer ply of non-coniferous wood of the species alder (Alnus spp.), ash (Fraxinus spp.), beech (Fagus spp.), birch (Betula spp.), cherry (Prunus spp.) chestnut (Castanea spp.), elm (Ulmus spp.), eucalyptus (Eucalyptus spp.), hickory (Carya spp.), horse chestnut (Aesculus spp.), lime (Tilia spp.), maple (Acer spp.) oak (Quercus spp.), plane tree (Platanus spp.), poplar and aspen (Populus spp.) robinia (Robinia spp.) tulipwood (Liriodendron spp.) or walnut (Juglans spp.)"
441234,"Plywood, veneered panels and similar laminated wood : Other plywood consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : Other, with at least one outer ply of non-coniferous wood not specified under subheading 441233"
441239,"Plywood, veneered panels and similar laminated wood : Other plywood consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : Other, with both outer plies of coniferous wood"
441241,"Plywood, veneered panels and similar laminated wood : Laminated veneered lumber (LVL) : With at least one outer ply of tropical wood"
441242,"Plywood, veneered panels and similar laminated wood : Laminated veneered lumber (LVL) : Other, with at least one outer ply of non-coniferous wood"
441249,"Plywood, veneered panels and similar laminated wood : Laminated veneered lumber (LVL) : Other, with both outer plies of coniferous wood"
441251,"Plywood, veneered panels and similar laminated wood : Blockboard, laminboard and battenboard : With at least one outer ply of tropical wood"
441252,"Plywood, veneered panels and similar laminated wood : Blockboard, laminboard and battenboard : Other, with at least one outer ply of non-coniferous wood"
441259,"Plywood, veneered panels and similar laminated wood : Blockboard, laminboard and battenboard : Other, with both outer plies of coniferous wood"
441291,"Plywood, veneered panels and similar laminated wood : Other : With at least one outer ply of tropical wood"
441292,"Plywood, veneered panels and similar laminated wood : Other : Other, with at least one outer ply of non-coniferous wood"
441299,"Plywood, veneered panels and similar laminated wood : Other : Other, with both outer plies of coniferous wood"
441300,"Densified wood, in blocks, plates, strips or profile shapes"
441410,"Wooden frames for paintings, photographs, mirrors or similar objects : Of tropical wood"
441490,"Wooden frames for paintings, photographs, mirrors or similar objects : Other"
441510,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood : Cases, boxes, crates, drums and similar packings; cable-drums"
441520,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood : Pallets, box pallets and other load boards; pallet collars"
441600,"Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves"
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood"
441811,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Windows, French windows and their frames : Of tropical wood"
441819,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Windows, French windows and their frames : Other"
441821,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Doors and their frames and thresholds : Of tropical wood"
441829,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Doors and their frames and thresholds : Other"
441830,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Posts and beams other than products of subheadings 441881 to 441889"
441840,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Shuttering for concrete constructional work"
441850,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Shingles and shakes"
441873,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes : Assembled flooring panels : Of bamboo or with at least the top layer (wear layer) of bamboo"
